Gender,AgeGroup,Program,Income,State,Device,OS,Browser,option,click
0,2,C,143697,CA,Mobile,Apple,Chrome,A,0
0,4,E,143707,CA,Mobile,Apple,Chrome,B,1
1,5,E,441189,CA,Desktop,Apple,Chrome,B,0
1,3,E,354633,NY,Desktop,Apple,Safari,A,0
0,3,A,261095,NJ,Desktop,Windows,Chrome,B,0
1,2,D,446318,NY,Mobile,Windows,Opera,A,0
0,4,A,280174,CA,Mobile,Apple,Chrome,B,0
1,3,C,356659,CA,Desktop,Apple,Chrome,B,0
1,5,D,491777,NA,Mobile,Windows,Opera,A,0
1,5,E,163963,CA,Mobile,Windows,Chrome,A,0
1,1,D,263971,NY,Desktop,Windows,Safari,A,0
0,2,D,407339,CA,Mobile,Apple,Chrome,B,0
0,0,E,138632,NY,Mobile,Apple,Chrome,B,0
1,2,A,233125,NJ,Mobile,Apple,Chrome,A,0
1,4,C,312246,TX,Mobile,Windows,Chrome,B,0
0,0,E,434969,TX,Mobile,Windows,Chrome,A,0
0,4,D,200839,CA,Mobile,Apple,Safari,A,0
1,4,A,327543,TX,Desktop,Windows,Chrome,A,0
1,4,C,57045,NY,Mobile,Apple,Chrome,A,0
0,3,B,73465,NY,Mobile,Apple,Chrome,B,0
0,6,A,363484,NY,Mobile,Windows,Chrome,B,0
1,6,C,65135,CA,Mobile,Apple,Chrome,A,0
1,1,E,343354,NY,Mobile,Windows,Safari,A,0
1,3,B,306754,NJ,Desktop,Apple,Chrome,A,0
0,3,E,221266,CA,Mobile,Apple,Safari,B,0
0,2,E,341770,NY,Mobile,Apple,Chrome,A,0
1,2,C,286888,NJ,Mobile,Apple,Chrome,B,0
0,2,E,395797,NY,Mobile,Windows,Safari,B,0
1,0,C,245924,NY,Mobile,Apple,Safari,B,0
1,4,C,84749,CA,Desktop,Apple,Safari,B,0
1,2,E,393275,CA,Mobile,Apple,Chrome,A,0
0,6,A,332008,CA,Mobile,Windows,Safari,A,0
0,4,D,332231,NY,Mobile,Windows,Chrome,A,0
1,5,D,340304,NY,Mobile,Windows,Chrome,B,0
0,3,E,432291,TX,Mobile,Windows,Safari,B,0
1,3,E,492623,NJ,Desktop,Windows,Chrome,B,0
1,1,A,422416,NY,Mobile,Windows,Safari,A,0
0,0,E,422804,NY,Mobile,Apple,Safari,B,0
0,4,E,267872,TX,Desktop,Windows,Safari,A,0
0,3,A,427895,NY,Mobile,Apple,Safari,B,0
1,3,E,257351,CA,Tablet,Apple,Chrome,B,0
1,2,A,399166,TX,Mobile,Windows,Chrome,A,0
1,4,C,446356,NY,Mobile,Windows,Safari,A,0
0,3,B,370585,NJ,Mobile,Apple,Chrome,A,0
1,6,E,397375,CA,Desktop,Apple,Safari,A,1
1,5,B,356350,CA,Desktop,Windows,Chrome,B,0
0,3,A,302760,CA,Desktop,Apple,Chrome,A,0
1,2,C,161951,CA,Mobile,Windows,Chrome,A,0
1,3,D,114398,CA,Desktop,Windows,Chrome,B,0
0,1,A,129102,CA,Desktop,Apple,Opera,B,0
1,6,C,202701,NY,Mobile,Windows,Chrome,B,0
1,5,E,203065,CA,Mobile,Windows,Chrome,A,0
0,5,E,323113,CA,Mobile,Windows,Safari,A,0
1,0,A,373327,NY,Mobile,Windows,Safari,B,0
0,2,E,196646,NY,Tablet,Windows,Safari,B,0
1,NA,D,488569,CA,Mobile,Apple,Chrome,A,0
0,3,E,63758,NA,Mobile,Windows,Chrome,A,0
0,3,E,474891,NY,Desktop,Windows,Chrome,A,0
0,5,E,99918,CA,Desktop,Apple,Chrome,B,0
0,6,NA,201140,NJ,Desktop,Windows,Chrome,A,0
1,2,A,368426,CA,Mobile,Apple,Safari,A,0
1,3,E,63744,NJ,Mobile,Windows,Chrome,A,0
0,1,A,77048,CA,Mobile,Apple,Chrome,A,0
0,4,C,168877,TX,Mobile,Windows,Chrome,A,0
1,3,E,394301,NJ,Desktop,Apple,Chrome,A,0
0,5,C,457969,CA,Desktop,Apple,Chrome,B,0
0,3,C,174971,CA,Mobile,Windows,Safari,B,0
1,4,E,205570,NA,Desktop,Windows,Chrome,A,0
0,5,E,284217,CA,Desktop,Windows,Chrome,A,0
1,6,E,57068,NJ,Mobile,Apple,Chrome,A,0
0,4,C,134090,CA,Mobile,Windows,Safari,B,0
0,1,E,112672,TX,Desktop,Windows,Chrome,B,0
0,2,A,186148,CA,Desktop,Windows,Chrome,A,0
0,1,E,262120,NY,Tablet,Apple,Chrome,A,0
0,3,A,102857,NY,Mobile,Apple,Opera,A,1
0,3,C,297986,NY,Mobile,Apple,Safari,A,0
0,5,E,215993,CA,Tablet,Windows,Safari,B,0
0,3,E,190997,NJ,Mobile,Windows,Chrome,A,0
1,5,D,237082,NY,Mobile,Windows,Safari,B,0
0,4,E,150851,CA,Desktop,Apple,Safari,A,0
0,1,A,358127,NY,Desktop,Windows,Safari,B,0
1,4,E,142244,NJ,Mobile,Windows,Chrome,B,0
0,5,E,155346,TX,Mobile,Apple,Safari,B,0
0,3,C,110462,TX,Tablet,Windows,Chrome,B,0
0,NA,E,134616,CA,Mobile,Apple,Safari,A,0
1,5,C,481927,NJ,Mobile,Apple,Chrome,A,0
0,5,C,77927,CA,Mobile,Apple,Chrome,B,0
1,NA,E,327750,NY,Mobile,Windows,Safari,B,0
1,6,C,264045,NY,Mobile,Windows,Safari,B,0
1,2,NA,360695,NJ,Mobile,Windows,Chrome,B,0
1,1,A,153766,NJ,Mobile,Apple,Chrome,A,0
1,NA,C,299446,CA,Desktop,Apple,Chrome,B,0
0,2,E,82650,CA,Desktop,Windows,Safari,A,0
0,4,C,314319,TX,Mobile,Apple,Chrome,B,1
0,NA,C,87038,CA,Mobile,Windows,Safari,B,1
1,4,D,282233,TX,Desktop,Windows,Chrome,B,1
1,4,C,125567,NY,Desktop,Windows,Safari,B,0
1,4,E,96914,NA,Mobile,Apple,Safari,B,0
0,1,D,385798,CA,Mobile,Apple,Chrome,B,1
1,4,D,131251,NY,Mobile,Windows,Chrome,B,0
1,5,B,111257,NY,Mobile,Windows,Opera,A,0
0,2,E,485845,NJ,Desktop,Windows,Chrome,A,0
0,2,C,384251,CA,Tablet,Apple,Chrome,B,0
0,4,A,226588,NY,Desktop,Apple,Safari,B,0
1,4,E,114268,CA,Mobile,Windows,Chrome,B,0
1,2,E,89932,NY,Desktop,Windows,Safari,B,0
1,2,E,190318,CA,Mobile,Apple,Chrome,A,0
1,6,C,392415,CA,Desktop,Apple,Safari,A,1
0,4,C,377449,CA,Mobile,Apple,Safari,B,0
1,0,E,126189,NY,Mobile,Apple,Safari,B,0
1,2,E,394769,NJ,Mobile,Windows,Safari,B,0
0,3,E,271326,CA,Mobile,Apple,Safari,B,0
0,1,C,441531,NY,Desktop,Apple,Safari,B,0
1,5,NA,269251,NJ,Mobile,Windows,Safari,B,0
0,0,E,374674,NJ,Desktop,Apple,Chrome,B,0
1,5,B,85966,NJ,Mobile,Apple,Opera,B,0
1,4,D,51567,CA,Desktop,Windows,Chrome,A,1
1,2,E,133567,CA,Mobile,Windows,Safari,B,0
0,6,A,180346,CA,Desktop,Windows,Chrome,A,0
0,0,A,306746,NY,Mobile,Windows,Chrome,B,0
0,4,E,351151,NY,Mobile,Apple,Safari,A,0
1,5,C,405832,NJ,Tablet,Windows,Safari,B,0
0,6,A,485858,NY,Desktop,Windows,Opera,A,0
0,2,E,348258,CA,Mobile,Apple,Safari,B,0
1,0,E,294188,TX,Mobile,Apple,Safari,B,0
0,0,C,465293,TX,Mobile,Apple,Chrome,B,0
0,2,E,193833,CA,Mobile,Windows,Chrome,A,0
0,5,E,161232,NY,Desktop,Windows,Safari,A,0
0,4,D,355387,NJ,Mobile,Apple,Safari,A,0
1,3,A,300468,NY,Desktop,Apple,Chrome,A,0
1,5,E,286096,NJ,Desktop,Apple,Safari,A,0
0,5,E,125998,CA,Mobile,Apple,Chrome,B,0
1,2,E,319313,NJ,Desktop,Apple,Chrome,B,1
0,3,C,148875,CA,Desktop,Apple,Chrome,A,0
1,1,A,250597,CA,Mobile,Apple,Opera,B,0
1,2,A,321745,CA,Mobile,Apple,Chrome,A,0
0,3,C,265575,NY,Desktop,Windows,Chrome,B,0
1,4,C,318505,CA,Mobile,Apple,Chrome,B,0
0,3,E,203221,CA,Desktop,Windows,Chrome,B,0
1,6,D,423191,NY,Mobile,Apple,Safari,B,0
0,1,B,268215,TX,Mobile,Apple,Chrome,B,0
0,2,C,65994,TX,Mobile,Apple,Chrome,A,0
0,6,E,81391,NY,Desktop,Apple,Safari,A,0
1,6,E,333591,NY,Desktop,Windows,Chrome,B,0
1,3,C,83664,CA,Mobile,Windows,Chrome,A,0
1,4,C,262410,CA,Desktop,Apple,Chrome,A,0
0,6,E,225684,CA,Mobile,Apple,Opera,B,1
0,0,E,191118,NY,Mobile,Windows,Chrome,A,0
1,NA,A,133653,NJ,Desktop,Apple,Safari,A,0
0,5,A,214389,CA,Desktop,Windows,Chrome,A,0
1,6,C,181006,CA,Tablet,Apple,Safari,A,0
0,3,D,402415,NJ,Mobile,Windows,Chrome,A,0
1,3,E,381965,CA,Desktop,Windows,Safari,B,0
1,5,D,172834,CA,Desktop,Windows,Safari,A,0
0,3,D,234599,CA,Desktop,Apple,Safari,A,0
0,3,C,60734,NY,Desktop,Apple,Safari,B,0
1,4,E,199168,CA,Desktop,Windows,Safari,A,0
1,3,E,334194,NJ,Mobile,Windows,Chrome,B,0
1,4,D,138234,CA,Desktop,Windows,Chrome,B,0
1,0,E,250313,CA,Desktop,Apple,Chrome,A,0
0,0,E,74759,NJ,Desktop,Apple,Safari,A,0
1,4,A,236273,NJ,Mobile,Apple,Chrome,A,0
0,3,A,156880,CA,Mobile,Windows,Safari,A,0
0,2,A,311655,NY,Mobile,Windows,Safari,A,0
0,6,E,205264,TX,Tablet,Windows,Chrome,A,0
0,6,E,142748,TX,Desktop,Apple,Chrome,A,0
1,4,C,251907,CA,Mobile,Apple,Chrome,B,0
1,0,D,479734,TX,Desktop,Windows,Chrome,A,0
0,6,A,352532,CA,Desktop,Apple,Opera,B,0
0,6,C,351196,CA,Desktop,Apple,Chrome,B,0
1,1,E,369539,TX,Mobile,Windows,Chrome,B,0
0,4,D,268351,TX,Desktop,Windows,Chrome,B,0
1,NA,D,125517,NJ,Mobile,Windows,Safari,B,0
1,4,NA,295488,NY,Desktop,Apple,Opera,A,0
1,1,A,224274,NY,Mobile,Windows,Chrome,A,0
1,1,NA,77515,CA,Mobile,Apple,Chrome,B,0
0,4,A,317717,NY,Desktop,Apple,Chrome,A,0
1,1,E,408976,NY,Mobile,Apple,Chrome,B,0
1,0,E,465533,CA,Desktop,Windows,Chrome,B,0
1,2,D,300584,NY,Mobile,Apple,Safari,B,0
0,6,C,496048,CA,Mobile,Windows,Chrome,A,0
0,3,E,232401,NJ,Mobile,Windows,Safari,B,0
0,3,E,215975,NJ,Desktop,Windows,Safari,B,0
1,5,A,121885,NA,Mobile,Windows,Opera,A,0
0,NA,E,158268,NA,Desktop,Windows,Safari,A,0
0,3,A,194204,NY,Mobile,Apple,Chrome,B,0
0,2,E,345973,NY,Mobile,Apple,Chrome,A,0
1,3,C,385030,NY,Mobile,Windows,Safari,B,0
1,2,D,325006,NY,Tablet,Windows,Chrome,B,0
0,4,D,161397,NY,Mobile,Apple,Chrome,B,0
1,6,B,218701,NJ,Mobile,Apple,Chrome,A,0
0,3,D,285336,NY,Desktop,Windows,Chrome,B,0
1,1,E,228236,CA,Mobile,Windows,Chrome,A,0
0,5,NA,136599,CA,Desktop,Windows,Opera,A,0
1,0,D,390091,CA,Mobile,Apple,Chrome,A,0
0,1,D,459120,CA,Mobile,Windows,Chrome,B,0
0,4,D,187821,NJ,Desktop,Apple,Chrome,A,0
1,4,D,350401,NY,Mobile,Apple,Chrome,A,0
1,4,C,353598,NY,Desktop,Windows,Chrome,B,1
0,2,C,339511,NY,Desktop,Apple,Chrome,B,0
0,5,D,178014,NJ,Desktop,Apple,Chrome,B,0
0,2,A,61553,TX,Mobile,Apple,Chrome,B,1
0,0,NA,209233,NY,Mobile,Windows,Chrome,A,0
0,3,E,462188,NJ,Desktop,Apple,Chrome,A,0
1,5,D,273032,CA,Mobile,Windows,Chrome,B,0
1,3,E,95267,NY,Mobile,Apple,Chrome,B,0
0,2,D,313004,NA,Mobile,Apple,Chrome,A,0
0,3,D,274206,TX,Tablet,Windows,Opera,A,0
1,4,E,468198,CA,Desktop,Apple,Chrome,B,0
0,5,NA,117292,TX,Mobile,Apple,Chrome,B,0
0,4,E,392909,NJ,Mobile,Windows,Chrome,B,0
0,3,D,472644,NY,Mobile,Apple,Safari,A,0
0,3,C,110134,CA,Mobile,Windows,Opera,B,0
0,4,NA,282251,NY,Desktop,Apple,Chrome,B,0
0,1,NA,299467,CA,Desktop,Apple,Chrome,B,1
0,1,A,118607,CA,Mobile,Windows,Chrome,A,0
0,4,D,108936,NJ,Desktop,Apple,Safari,A,0
1,1,C,204524,NY,Mobile,Apple,Safari,B,0
0,4,E,268908,CA,Mobile,Windows,Chrome,B,0
0,4,E,220496,TX,Desktop,Apple,Chrome,B,0
1,0,B,376183,CA,Mobile,Windows,Chrome,A,0
0,6,C,271274,CA,Mobile,Windows,Chrome,A,0
1,5,C,451354,CA,Mobile,Apple,Chrome,B,0
1,2,D,73470,CA,Mobile,Apple,Safari,B,0
0,3,E,179880,NY,Tablet,Windows,Chrome,A,0
1,3,E,52157,NA,Mobile,Apple,Chrome,A,0
0,3,E,78411,NY,Mobile,Windows,Safari,B,0
1,2,A,219071,CA,Mobile,Windows,Opera,B,0
1,3,D,470670,NA,Desktop,Apple,Chrome,A,0
1,4,D,156800,CA,Desktop,Windows,Safari,A,0
1,3,D,184868,TX,Desktop,Windows,Chrome,B,0
1,4,E,419106,NY,Mobile,Apple,Chrome,A,0
1,0,E,110844,NY,Mobile,Apple,Chrome,B,0
1,2,E,50403,TX,Mobile,Windows,Chrome,B,0
0,2,A,263642,NY,Mobile,Apple,Chrome,A,0
1,0,NA,74773,CA,Mobile,Apple,Safari,A,1
0,3,A,466925,CA,Desktop,Windows,Safari,A,0
1,3,NA,337375,NY,Desktop,Windows,Chrome,A,1
0,4,D,64922,NY,Mobile,Windows,Safari,A,0
0,0,NA,178437,NJ,Desktop,Apple,Chrome,B,0
0,3,D,78377,CA,Desktop,Windows,Safari,B,0
1,0,E,63000,CA,Desktop,Windows,Chrome,A,0
1,NA,E,366534,CA,Desktop,Apple,Chrome,B,0
0,1,D,72420,NY,Mobile,Apple,Chrome,B,0
1,3,NA,354152,CA,Mobile,Apple,Chrome,B,0
1,3,E,384814,NA,Desktop,Apple,Safari,B,0
1,NA,D,247339,NA,Mobile,Apple,Safari,B,1
1,2,D,259611,NY,Mobile,Windows,Chrome,B,0
1,2,A,397325,NA,Mobile,Apple,Chrome,B,0
1,5,A,411440,CA,Desktop,Apple,Safari,B,0
0,2,NA,55882,NJ,Mobile,Apple,Chrome,B,0
0,1,A,203445,NY,Desktop,Apple,Chrome,B,0
0,2,D,114533,NY,Mobile,Apple,Chrome,A,0
1,NA,NA,159243,CA,Desktop,Windows,Chrome,A,0
1,3,E,416210,NY,Desktop,Apple,Chrome,B,0
1,2,C,232778,NJ,Mobile,Windows,Chrome,A,0
0,4,E,437954,CA,Desktop,Apple,Chrome,A,0
1,5,E,444577,NA,Mobile,Apple,Safari,A,0
1,4,D,348250,NY,Desktop,Apple,Chrome,A,0
0,3,D,377231,CA,Desktop,Windows,Chrome,B,0
1,4,A,214601,NY,Mobile,Apple,Safari,B,0
1,0,E,267461,CA,Mobile,Apple,Safari,A,0
1,3,D,121125,CA,Desktop,Apple,Safari,B,0
1,3,C,438356,NY,Mobile,Apple,Chrome,B,0
1,3,D,133389,CA,Mobile,Windows,Chrome,B,0
1,3,D,65369,NY,Desktop,Windows,Chrome,A,0
1,5,A,207828,CA,Desktop,Windows,Chrome,B,0
1,2,A,454266,NJ,Mobile,Apple,Safari,B,0
1,3,C,68616,NY,Tablet,Apple,Chrome,A,0
1,1,E,130548,TX,Desktop,Apple,Chrome,B,0
1,3,C,489698,CA,Mobile,Apple,Chrome,A,0
1,4,C,95921,NJ,Mobile,Apple,Chrome,B,0
0,2,D,162764,NJ,Desktop,Windows,Safari,A,0
0,4,D,266527,NY,Mobile,Apple,Chrome,A,0
1,4,C,69436,NY,Desktop,Windows,Safari,A,0
0,3,E,273137,TX,Mobile,Apple,Chrome,B,0
1,5,E,270296,TX,Mobile,Apple,Chrome,B,1
0,2,A,409051,NY,Desktop,Apple,Chrome,A,0
0,3,E,175527,NJ,Desktop,Apple,Chrome,A,0
1,2,C,94391,NY,Mobile,Apple,Chrome,A,0
0,5,C,445172,NA,Mobile,Apple,Opera,B,0
0,2,E,77947,CA,Desktop,Windows,Chrome,A,1
0,4,E,303254,NJ,Mobile,Apple,Chrome,A,0
0,2,D,352122,CA,Desktop,Apple,Chrome,B,0
0,4,B,349079,CA,Desktop,Apple,Safari,B,0
0,0,D,321146,NY,Mobile,Apple,Chrome,A,0
1,6,D,89756,NY,Mobile,Apple,Chrome,A,0
1,NA,B,204229,NA,Mobile,Apple,Chrome,A,0
1,4,E,254611,NY,Tablet,Apple,Chrome,A,0
0,3,C,351910,CA,Desktop,Apple,Safari,B,0
0,4,E,132794,TX,Mobile,Windows,Chrome,B,0
1,1,D,491130,CA,Tablet,Windows,Chrome,A,0
0,0,E,473776,CA,Mobile,Windows,Chrome,B,0
1,3,A,119311,CA,Desktop,Windows,Chrome,B,0
1,1,E,316945,TX,Mobile,Windows,Chrome,A,0
0,3,D,449638,NJ,Mobile,Windows,Opera,A,0
0,4,A,221165,NY,Desktop,Windows,Chrome,B,0
1,3,C,219600,NY,Mobile,Windows,Chrome,A,0
0,3,C,146783,NJ,Mobile,Apple,Chrome,B,0
1,1,C,305411,CA,Mobile,Windows,Chrome,B,0
1,2,C,212940,NY,Mobile,Apple,Chrome,A,0
1,2,D,246460,NJ,Mobile,Windows,Chrome,B,0
1,3,E,371430,CA,Mobile,Apple,Safari,A,0
0,4,D,109654,CA,Mobile,Apple,Chrome,B,0
0,3,A,363205,NY,Mobile,Windows,Chrome,B,0
1,0,D,341666,NY,Mobile,Apple,Chrome,B,0
1,2,A,189630,CA,Mobile,Apple,Chrome,A,0
1,1,E,435713,CA,Mobile,Apple,Chrome,B,0
0,4,NA,222218,NA,Mobile,Apple,Safari,B,0
0,6,A,187612,NJ,Mobile,Apple,Chrome,A,0
1,3,A,99467,NY,Mobile,Windows,Safari,B,0
1,1,D,315324,TX,Mobile,Apple,Chrome,B,0
1,4,A,82460,CA,Mobile,Windows,Chrome,A,0
1,3,A,191852,NY,Mobile,Apple,Chrome,A,0
1,0,D,132764,NA,Mobile,Apple,Chrome,A,0
0,4,E,198363,TX,Mobile,Apple,Chrome,B,0
1,5,D,279856,CA,Desktop,Apple,Chrome,B,0
1,4,C,366041,CA,Mobile,Windows,Opera,B,0
1,5,E,339444,NY,Mobile,Windows,Safari,A,0
0,2,A,471915,CA,Mobile,Apple,Opera,A,0
1,4,E,378249,TX,Mobile,Windows,Chrome,B,0
0,3,C,123863,NA,Desktop,Windows,Chrome,A,0
0,3,E,64904,NA,Mobile,Windows,Chrome,B,0
0,3,D,497103,NJ,Mobile,Windows,Chrome,A,0
1,2,D,219273,NY,Mobile,Apple,Chrome,B,0
0,6,D,210766,NY,Mobile,Apple,Safari,B,0
0,3,D,239634,NY,Mobile,Apple,Safari,B,0
1,1,C,158816,NJ,Desktop,Windows,Chrome,A,0
1,5,D,413870,CA,Mobile,Apple,Chrome,B,0
0,3,D,129057,NJ,Tablet,Windows,Chrome,A,0
1,3,E,63820,NA,Desktop,Apple,Safari,B,0
0,5,D,281835,TX,Desktop,Apple,Chrome,B,1
1,4,C,334811,NJ,Mobile,Windows,Opera,B,0
0,3,D,333853,NJ,Mobile,Apple,Opera,A,0
1,2,A,59238,NY,Desktop,Windows,Chrome,B,0
0,4,A,398517,CA,Desktop,Apple,Chrome,A,0
0,0,E,431689,NJ,Mobile,Windows,Chrome,A,0
1,5,D,66769,NY,Mobile,Apple,Chrome,B,0
1,3,E,98417,NY,Mobile,Apple,Safari,A,0
1,NA,E,184772,NJ,Mobile,Windows,Chrome,A,0
1,1,E,189457,NY,Mobile,Apple,Chrome,A,1
0,6,E,211951,TX,Mobile,Apple,Chrome,B,1
0,3,A,252926,TX,Mobile,Windows,Chrome,A,0
0,5,E,204918,CA,Mobile,Windows,Chrome,A,0
1,1,D,403352,NJ,Desktop,Apple,Chrome,B,0
1,0,A,98909,NY,Mobile,Windows,Chrome,B,0
1,3,A,98170,NJ,Desktop,Windows,Opera,B,0
1,2,NA,203455,CA,Desktop,Apple,Chrome,A,0
0,2,D,385450,NY,Desktop,Windows,Chrome,B,0
1,3,C,446835,CA,Mobile,Windows,Chrome,B,0
1,5,C,312114,NY,Desktop,Windows,Chrome,A,0
1,1,E,369945,NY,Mobile,Apple,Safari,A,0
1,3,A,56958,CA,Mobile,Apple,Chrome,B,0
0,3,D,228469,NY,Tablet,Windows,Chrome,A,0
1,0,A,124261,CA,Mobile,Windows,Chrome,A,0
0,4,E,462395,NY,Desktop,Windows,Chrome,B,1
1,4,E,386644,NJ,Mobile,Apple,Opera,A,1
1,5,B,125044,NJ,Mobile,Windows,Chrome,B,0
0,0,E,386871,NY,Desktop,Apple,Chrome,A,0
1,2,NA,420892,CA,Mobile,Windows,Chrome,A,0
0,0,A,318814,NY,Mobile,Windows,Chrome,B,1
0,6,A,379013,NY,Mobile,Apple,Chrome,B,0
1,3,A,314690,TX,Desktop,Apple,Chrome,B,0
1,6,E,208945,CA,Mobile,Apple,Chrome,A,0
0,6,C,482729,NJ,Desktop,Windows,Safari,A,0
1,4,A,296565,CA,Desktop,Apple,Safari,B,1
1,3,A,88921,CA,Mobile,Windows,Safari,A,0
0,4,D,62416,CA,Tablet,Apple,Chrome,A,1
1,0,D,243705,NY,Desktop,Apple,Chrome,B,0
1,6,D,55493,TX,Mobile,Windows,Opera,B,0
0,3,D,343862,CA,Desktop,Windows,Safari,B,0
1,3,D,217906,CA,Desktop,Apple,Opera,A,0
1,2,A,173871,NJ,Desktop,Apple,Chrome,A,0
1,0,E,62505,NJ,Mobile,Apple,Opera,A,1
0,5,D,153274,CA,Mobile,Windows,Opera,B,1
0,4,C,85534,NJ,Mobile,Apple,Chrome,A,0
1,4,A,428078,NY,Desktop,Apple,Chrome,B,0
0,4,D,133855,NY,Mobile,Windows,Chrome,A,0
1,3,E,418554,CA,Desktop,Apple,Safari,A,0
0,0,C,319839,NA,Desktop,Windows,Chrome,A,0
0,5,E,315461,NY,Mobile,Windows,Opera,A,0
0,4,D,80463,NA,Mobile,Apple,Chrome,A,0
0,2,D,470706,CA,Desktop,Apple,Chrome,B,0
1,3,NA,165305,NJ,Mobile,Apple,Safari,A,0
0,6,E,458085,NJ,Mobile,Windows,Safari,A,0
1,4,C,275163,NY,Mobile,Apple,Safari,B,0
1,5,E,265506,NJ,Desktop,Apple,Safari,B,0
0,4,D,78192,NY,Desktop,Apple,Opera,A,0
0,1,A,465486,NY,Desktop,Apple,Safari,A,0
1,4,D,88322,TX,Mobile,Apple,Chrome,B,0
1,5,D,406816,NY,Mobile,Apple,Chrome,A,0
0,1,C,374570,CA,Mobile,Apple,Safari,A,0
0,4,D,203176,CA,Desktop,Apple,Safari,B,0
0,NA,D,239758,CA,Mobile,Windows,Chrome,B,0
1,4,E,268421,CA,Mobile,Windows,Safari,B,0
0,5,C,283753,CA,Mobile,Windows,Chrome,B,1
0,0,C,206131,NY,Tablet,Windows,Chrome,A,0
0,6,E,119052,CA,Mobile,Apple,Chrome,B,0
1,5,D,366485,TX,Desktop,Apple,Chrome,B,0
0,3,E,81838,CA,Mobile,Apple,Chrome,B,0
1,1,E,393030,CA,Desktop,Apple,Chrome,A,0
1,5,C,246796,CA,Mobile,Windows,Chrome,B,0
0,5,E,220862,TX,Mobile,Windows,Safari,A,0
0,2,D,312860,NJ,Mobile,Apple,Chrome,A,0
0,3,D,474344,NJ,Mobile,Windows,Safari,B,0
0,4,D,237892,CA,Mobile,Windows,Safari,A,0
1,4,C,351966,NY,Mobile,Windows,Safari,A,0
0,2,E,320710,CA,Desktop,Apple,Chrome,A,0
0,2,C,391754,NY,Mobile,Windows,Chrome,A,0
0,0,C,366562,NA,Mobile,Windows,Chrome,B,0
1,6,E,222227,TX,Mobile,Windows,Chrome,A,0
0,1,C,413879,NY,Tablet,Apple,Safari,B,0
0,3,C,122299,CA,Desktop,Windows,Safari,A,0
0,3,D,408355,NJ,Mobile,Windows,Safari,B,0
1,6,D,401489,CA,Desktop,Windows,Opera,A,0
1,5,E,405554,CA,Desktop,Windows,Safari,A,0
0,0,E,76045,TX,Mobile,Windows,Chrome,B,0
0,6,E,229327,NJ,Mobile,Windows,Safari,B,0
1,2,E,446255,NJ,Desktop,Windows,Safari,B,0
0,3,NA,240078,NJ,Mobile,Apple,Safari,B,0
0,6,D,242654,NY,Tablet,Apple,Chrome,A,0
0,0,A,288230,NJ,Desktop,Windows,Safari,B,0
0,3,D,140409,NJ,Mobile,Apple,Chrome,A,0
0,1,A,68921,NY,Desktop,Apple,Chrome,B,0
1,6,E,58353,NJ,Desktop,Windows,Safari,A,1
0,5,E,327140,NJ,Mobile,Apple,Chrome,A,0
0,3,C,491105,NJ,Desktop,Windows,Chrome,A,0
0,4,NA,260931,NY,Mobile,Windows,Chrome,A,0
1,5,E,425378,TX,Tablet,Windows,Chrome,A,0
0,4,C,426547,NJ,Mobile,Windows,Safari,A,0
1,3,E,294949,CA,Desktop,Apple,Chrome,A,0
1,4,A,454864,NJ,Mobile,Apple,Safari,B,1
1,0,D,151108,CA,Mobile,Windows,Chrome,A,0
1,0,C,222126,NY,Tablet,Apple,Chrome,A,0
0,4,D,334160,TX,Mobile,Windows,Safari,B,0
1,4,A,462403,NY,Mobile,Apple,Chrome,A,0
0,1,D,397677,NY,Mobile,Apple,Safari,B,0
0,4,E,329513,NY,Desktop,Apple,Opera,B,0
1,4,A,73237,NY,Mobile,Apple,Chrome,B,0
1,2,E,365551,NA,Desktop,Windows,Chrome,A,0
1,NA,NA,406311,CA,Desktop,Apple,Safari,A,0
0,3,A,108417,CA,Desktop,Apple,Chrome,B,1
0,2,NA,336115,NA,Mobile,Apple,Safari,A,0
0,3,E,415080,CA,Mobile,Windows,Chrome,A,0
0,5,C,435416,NJ,Tablet,Windows,Chrome,A,0
1,1,B,132510,TX,Mobile,Apple,Safari,A,0
1,1,A,275637,TX,Mobile,Windows,Chrome,A,0
0,3,A,58113,NY,Desktop,Apple,Chrome,A,0
0,2,D,498087,NY,Mobile,Apple,Safari,A,1
0,3,E,456411,NA,Desktop,Apple,Chrome,A,0
0,3,E,238849,CA,Desktop,Windows,Chrome,A,0
0,2,E,89310,NY,Desktop,Windows,Chrome,B,1
1,5,D,61685,TX,Mobile,Apple,Chrome,B,0
0,4,E,320554,TX,Desktop,Apple,Chrome,B,0
1,6,A,488352,CA,Mobile,Windows,Safari,A,0
0,3,E,232171,TX,Mobile,Windows,Opera,A,0
0,2,E,297982,NJ,Desktop,Windows,Chrome,A,0
0,NA,E,327530,NJ,Desktop,Windows,Chrome,A,0
0,0,D,97779,NJ,Mobile,Apple,Chrome,B,0
0,3,D,119246,NJ,Mobile,Windows,Safari,A,0
0,6,E,377418,NY,Desktop,Apple,Chrome,B,0
0,3,D,186438,CA,Desktop,Apple,Chrome,A,0
0,1,E,206727,CA,Mobile,Apple,Chrome,B,0
1,1,C,180843,CA,Desktop,Apple,Safari,A,0
0,3,C,414094,NY,Mobile,Windows,Safari,A,0
1,1,D,299644,NY,Mobile,Windows,Safari,B,0
0,2,C,216777,NY,Mobile,Apple,Chrome,A,0
